hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2025-06-28,Deluxe,15,10,142.38,1423.8,174.59,29.28,200.21,1827.88,286.11,58.6,8.22,102.87,455.8,Agency,0.6666666666666666,94.92,1372.0800000000002,91.47200000000001
Hôtel des Îles,2025-06-28,Suite,5,3,266.92,800.76,55.36,2.43,141.36,999.91,219.31,17.31,0.67,80.98,318.27,Corporate,0.6,160.152,681.64,136.328
Hôtel des Îles,2025-06-29,Single,10,5,54.36,271.8,17.07,2.96,86.22,378.05,66.54,6.37,0.92,32.35,106.18,OTA,0.5,27.18,271.87,27.187
Hôtel des Îles,2025-06-29,Double,30,22,87.45,1923.9,108.97,153.41,69.79,2256.07,485.59,32.75,42.71,34.46,595.51,OTA,0.7333333333333333,64.13000000000001,1660.5600000000002,55.352000000000004
Hôtel des Îles,2025-06-29,Deluxe,15,10,111.96,1119.6,237.58,14.08,92.09,1463.35,229.41,101.23,3.19,31.0,364.83,OTA,0.6666666666666666,74.64,1098.52,73.23466666666667
Hôtel des Îles,2025-06-29,Suite,5,4,253.53,1014.12,79.31,66.61,227.18,1387.22,187.82,21.63,14.03,109.61,333.09,OTA,0.8,202.824,1054.13,210.82600000000002
Hôtel des Îles,2025-06-30,Single,10,7,71.69,501.83,82.77,3.36,104.66,692.62,97.69,29.98,0.85,33.69,162.21,OTA,0.7,50.183,530.41,53.041
Hôtel des Îles,2025-06-30,Double,30,20,88.37,1767.4,407.06,70.06,238.29,2482.81,501.55,148.7,27.1,94.58,771.93,OTA,0.6666666666666666,58.913333333333334,1710.88,57.029333333333334
Hôtel des Îles,2025-06-30,Deluxe,15,12,129.17,1550.04,215.19,21.93,182.43,1969.59,269.23,92.71,5.4,70.68,438.02,Corporate,0.8,103.336,1531.57,102.10466666666666
Hôtel des Îles,2025-06-30,Suite,5,3,282.08,846.24,137.72,5.2,209.98,1199.14,244.39,58.52,1.4,83.52,387.83,Direct,0.6,169.248,811.3100000000002,162.26200000000003
Hôtel des Îles,2025-07-01,Single,10,5,37.32,186.6,16.07,11.2,90.89,304.76,47.24,5.14,3.39,52.73,108.5,Direct,0.5,18.66,196.26,19.625999999999998
Hôtel des Îles,2025-07-01,Double,30,18,103.06,1855.08,345.14,132.2,58.21,2390.63,298.17,108.72,32.59,22.09,461.57,Direct,0.6,61.836,1929.0600000000002,64.302
Hôtel des Îles,2025-07-01,Deluxe,15,11,155.22,1707.42,121.14,114.23,131.64,2074.43,323.43,44.23,41.63,70.24,479.53,Corporate,0.7333333333333333,113.828,1594.8999999999999,106.32666666666665
Hôtel des Îles,2025-07-01,Suite,5,1,259.69,259.69,30.09,7.65,57.83,355.26,51.69,12.87,1.57,24.4,90.53,Direct,0.2,51.938,264.73,52.946000000000005
Hôtel des Îles,2025-07-02,Single,10,7,54.64,382.48,40.07,18.03,78.42,519.0,72.25,14.4,4.46,39.5,130.61,OTA,0.7,38.248000000000005,388.39,38.839
Hôtel des Îles,2025-07-02,Double,30,16,76.3,1220.8,246.57,47.31,157.55,1672.23,194.02,89.04,16.95,74.39,374.4,Direct,0.5333333333333333,40.693333333333335,1297.83,43.260999999999996
Hôtel des Îles,2025-07-02,Deluxe,15,8,92.4,739.2,143.24,52.27,51.04,985.75,214.4,50.46,17.78,28.41,311.05,OTA,0.5333333333333333,49.28,674.7,44.980000000000004
Hôtel des Îles,2025-07-02,Suite,5,2,274.61,549.22,125.49,28.28,155.1,858.09,109.68,55.97,7.46,81.16,254.27,OTA,0.4,109.84400000000001,603.82,120.76400000000001
Hôtel des Îles,2025-07-03,Single,10,6,64.24,385.44,19.86,17.66,193.44,616.4,100.89,8.56,3.55,58.05,171.05,OTA,0.6,38.544,445.34999999999997,44.535
Hôtel des Îles,2025-07-03,Double,30,23,89.47,2057.81,121.27,55.17,128.29,2362.54,614.23,35.36,17.05,76.49,743.13,Corporate,0.7666666666666667,68.59366666666666,1619.4099999999999,53.98033333333333
Hôtel des Îles,2025-07-03,Deluxe,15,4,126.81,507.24,70.12,32.83,151.07,761.26,129.55,27.99,8.23,85.01,250.78,OTA,0.26666666666666666,33.816,510.48,34.032000000000004
Hôtel des Îles,2025-07-03,Suite,5,4,324.49,1297.96,164.03,84.09,166.89,1712.97,270.73,44.6,31.88,51.84,399.05,Corporate,0.8,259.592,1313.92,262.784
Hôtel des Îles,2025-07-04,Single,10,7,66.51,465.57,94.46,28.22,155.13,743.38,113.46,37.93,10.39,81.99,243.77,OTA,0.7,46.557,499.61,49.961
Hôtel des Îles,2025-07-04,Double,30,10,89.34,893.4,66.37,20.12,60.68,1040.57,226.28,17.57,4.84,19.9,268.59,Direct,0.3333333333333333,29.779999999999998,771.98,25.732666666666667
Hôtel des Îles,2025-07-04,Deluxe,15,10,128.92,1289.2,84.16,80.29,63.96,1517.61,301.03,25.21,19.97,38.2,384.41,Corporate,0.6666666666666666,85.94666666666667,1133.1999999999998,75.54666666666665
Hôtel des Îles,2025-07-04,Suite,5,2,266.24,532.48,56.59,25.36,188.03,802.46,111.26,24.1,10.04,84.26,229.66,OTA,0.4,106.49600000000001,572.8000000000001,114.56000000000002
Hôtel des Îles,2025-07-05,Single,10,6,63.96,383.76,20.52,23.9,115.66,543.84,84.73,8.41,5.0,40.2,138.34,OTA,0.6,38.376,405.5,40.55
Hôtel des Îles,2025-07-05,Double,30,20,96.07,1921.4,415.07,104.46,97.23,2538.16,396.86,145.83,31.93,55.09,629.71,OTA,0.6666666666666666,64.04666666666667,1908.4499999999998,63.614999999999995
Hôtel des Îles,2025-07-05,Deluxe,15,6,87.28,523.68,93.31,39.58,72.48,729.05,114.05,26.92,14.99,42.72,198.68,OTA,0.4,34.912,530.3699999999999,35.35799999999999
Hôtel des Îles,2025-07-05,Suite,5,4,247.77,991.08,242.98,44.23,163.15,1441.44,192.89,89.15,12.74,63.74,358.52,Direct,0.8,198.216,1082.92,216.584
Hôtel des Îles,2025-07-06,Single,10,7,61.94,433.58,55.34,14.61,216.85,720.38,96.01,24.77,4.21,107.31,232.3,Direct,0.7,43.358,488.08,48.808
Hôtel des Îles,2025-07-06,Double,30,17,116.3,1977.1,437.39,143.86,139.93,2698.28,379.73,121.67,48.45,55.09,604.94,Agency,0.5666666666666667,65.90333333333334,2093.34,69.778
Hôtel des Îles,2025-07-06,Deluxe,15,8,176.34,1410.72,86.4,71.3,202.93,1771.35,376.35,34.91,17.49,120.26,549.01,Agency,0.5333333333333333,94.048,1222.34,81.48933333333333
Hôtel des Îles,2025-07-06,Suite,5,4,310.75,1243.0,302.73,10.09,149.55,1705.37,266.26,95.42,3.32,50.74,415.74,OTA,0.8,248.6,1289.6299999999999,257.926
Hôtel des Îles,2025-07-07,Single,10,3,63.7,191.1,29.32,0.7,239.07,460.19,32.79,12.63,0.15,130.72,176.29,Direct,0.3,19.11,283.9,28.389999999999997
Hôtel des Îles,2025-07-07,Double,30,22,101.7,2237.4,160.56,166.84,140.46,2705.26,582.1,56.23,53.53,54.9,746.76,Direct,0.7333333333333333,74.58,1958.5000000000002,65.28333333333335
Hôtel des Îles,2025-07-07,Deluxe,15,9,164.18,1477.62,87.45,40.04,132.35,1737.46,243.12,25.99,8.42,79.26,356.79,OTA,0.6,98.508,1380.67,92.04466666666667
Hôtel des Îles,2025-07-07,Suite,5,4,289.07,1156.28,101.08,72.35,241.16,1570.87,274.08,39.06,19.35,99.95,432.44,OTA,0.8,231.256,1138.4299999999998,227.68599999999998
Hôtel des Îles,2025-07-08,Single,10,4,72.32,289.28,45.25,4.09,177.0,515.62,56.05,18.48,1.48,77.73,153.74,Direct,0.4,28.927999999999997,361.88,36.188
Hôtel des Îles,2025-07-08,Double,30,17,82.81,1407.77,143.2,36.67,97.25,1684.89,402.98,50.2,12.15,41.3,506.63,OTA,0.5666666666666667,46.925666666666665,1178.2600000000002,39.27533333333334
Hôtel des Îles,2025-07-08,Deluxe,15,9,107.36,966.24,77.17,28.49,133.04,1204.94,236.05,33.41,5.9,49.64,325.0,Direct,0.6,64.416,879.94,58.662666666666674
Hôtel des Îles,2025-07-08,Suite,5,3,201.82,605.46,137.3,44.11,241.76,1028.63,161.05,59.2,10.89,86.86,318.0,Direct,0.6,121.09200000000001,710.6300000000001,142.12600000000003
Hôtel des Îles,2025-07-09,Single,10,5,73.23,366.15,89.36,10.1,119.99,585.6,84.75,29.19,2.02,62.34,178.3,Corporate,0.5,36.614999999999995,407.3,40.730000000000004
Hôtel des Îles,2025-07-09,Double,30,16,64.4,1030.4,68.01,62.28,51.9,1212.59,302.78,24.01,24.7,16.47,367.96,OTA,0.5333333333333333,34.34666666666667,844.6299999999999,28.15433333333333
Hôtel des Îles,2025-07-09,Deluxe,15,9,152.87,1375.83,171.88,1.85,128.06,1677.62,341.45,51.71,0.53,40.6,434.29,OTA,0.6,91.722,1243.33,82.88866666666667
Hôtel des Îles,2025-07-09,Suite,5,2,211.49,422.98,65.92,32.11,64.65,585.66,101.51,23.42,9.74,36.33,171.0,Direct,0.4,84.596,414.65999999999997,82.93199999999999
Hôtel des Îles,2025-07-10,Single,10,8,48.27,386.16,32.64,12.76,146.5,578.06,84.52,14.52,2.67,85.75,187.46,OTA,0.8,38.616,390.5999999999999,39.05999999999999
Hôtel des Îles,2025-07-10,Double,30,15,63.24,948.6,141.58,68.32,114.47,1272.97,235.07,55.45,24.3,53.71,368.53,OTA,0.5,31.62,904.44,30.148000000000003
Hôtel des Îles,2025-07-10,Deluxe,15,5,166.04,830.2,84.31,16.28,192.94,1123.73,189.46,32.6,4.13,92.54,318.73,OTA,0.3333333333333333,55.34666666666667,805.0,53.666666666666664
Hôtel des Îles,2025-07-10,Suite,5,3,291.55,874.65,96.32,46.26,189.12,1206.35,223.57,37.23,12.89,79.14,352.83,Direct,0.6,174.93,853.52,170.704
Hôtel des Îles,2025-07-11,Single,10,7,54.14,378.98,30.93,0.66,206.98,617.55,61.1,13.85,0.22,108.88,184.05,Direct,0.7,37.898,433.49999999999994,43.349999999999994
Hôtel des Îles,2025-07-11,Double,30,16,79.46,1271.36,249.05,24.16,118.49,1663.06,298.92,76.46,6.66,64.54,446.58,Direct,0.5333333333333333,42.37866666666666,1216.48,40.54933333333334
Hôtel des Îles,2025-07-11,Deluxe,15,11,96.53,1061.83,220.84,3.34,136.35,1422.36,220.16,83.81,1.31,61.78,367.06,Agency,0.7333333333333333,70.78866666666666,1055.3,70.35333333333332
Hôtel des Îles,2025-07-11,Suite,5,3,224.53,673.59,79.23,6.61,109.22,868.65,190.6,24.59,2.27,52.82,270.28,OTA,0.6,134.71800000000002,598.37,119.674
Hôtel des Îles,2025-07-12,Single,10,7,72.28,505.96,37.08,35.61,138.06,716.71,123.34,12.91,13.34,64.07,213.66,OTA,0.7,50.596,503.05000000000007,50.30500000000001
Hôtel des Îles,2025-07-12,Double,30,13,93.98,1221.74,265.33,53.29,160.89,1701.25,299.07,89.63,17.91,53.5,460.11,Agency,0.43333333333333335,40.724666666666664,1241.1399999999999,41.37133333333333
Hôtel des Îles,2025-07-12,Deluxe,15,7,133.85,936.95,170.82,47.5,126.53,1281.8,226.74,70.51,9.75,55.06,362.06,Corporate,0.4666666666666667,62.46333333333334,919.74,61.316
Hôtel des Îles,2025-07-12,Suite,5,3,259.21,777.63,63.73,23.83,81.11,946.3,229.05,28.0,6.37,39.9,303.32,OTA,0.6,155.526,642.98,128.596
Hôtel des Îles,2025-07-13,Single,10,4,67.81,271.24,62.84,11.37,171.6,517.05,81.23,19.47,3.01,60.89,164.6,Corporate,0.4,27.124000000000002,352.44999999999993,35.24499999999999
Hôtel des Îles,2025-07-13,Double,30,15,95.52,1432.8,271.83,62.23,183.33,1950.19,390.7,88.31,23.01,63.96,565.98,Direct,0.5,47.76,1384.21,46.14033333333334
Hôtel des Îles,2025-07-13,Deluxe,15,12,151.07,1812.84,248.98,94.57,60.56,2216.95,320.95,93.46,31.04,32.23,477.68,OTA,0.8,120.856,1739.2699999999998,115.95133333333332
Hôtel des Îles,2025-07-13,Suite,5,2,201.82,403.64,68.76,32.25,90.24,594.89,92.22,21.95,9.84,33.36,157.37,Direct,0.4,80.728,437.52,87.50399999999999
Hôtel des Îles,2025-07-14,Single,10,5,49.72,248.6,59.69,11.56,212.95,532.8,53.07,25.71,3.43,100.55,182.76,OTA,0.5,24.86,350.03999999999996,35.004
Hôtel des Îles,2025-07-14,Double,30,15,95.79,1436.85,212.42,11.03,129.12,1789.42,326.48,88.23,2.37,52.24,469.32,Corporate,0.5,47.894999999999996,1320.1000000000001,44.00333333333334
Hôtel des Îles,2025-07-14,Deluxe,15,8,120.25,962.0,236.0,72.89,121.71,1392.6,164.59,74.37,15.02,37.27,291.25,OTA,0.5333333333333333,64.13333333333334,1101.35,73.42333333333333
Hôtel des Îles,2025-07-14,Suite,5,1,260.6,260.6,24.26,0.52,200.91,486.29,44.78,10.28,0.17,74.1,129.33,Direct,0.2,52.120000000000005,356.96000000000004,71.39200000000001
Hôtel des Îles,2025-07-15,Single,10,5,62.89,314.45,35.27,25.13,199.77,574.62,76.15,11.8,8.13,80.4,176.48,Direct,0.5,31.445,398.14,39.814
Hôtel des Îles,2025-07-15,Double,30,18,97.58,1756.44,192.19,81.11,158.94,2188.68,392.94,75.63,21.36,84.97,574.9,Direct,0.6,58.548,1613.7799999999997,53.792666666666655
Hôtel des Îles,2025-07-15,Deluxe,15,7,181.52,1270.64,83.81,86.56,61.11,1502.12,218.95,30.62,30.11,19.73,299.41,Agency,0.4666666666666667,84.70933333333333,1202.7099999999998,80.18066666666665
Hôtel des Îles,2025-07-15,Suite,5,1,307.18,307.18,45.66,22.51,241.13,616.48,88.79,13.81,5.55,93.87,202.02,OTA,0.2,61.436,414.46000000000004,82.89200000000001
Hôtel des Îles,2025-07-16,Single,10,6,74.21,445.26,94.79,1.15,59.55,600.75,119.51,33.8,0.36,18.8,172.47,Direct,0.6,44.525999999999996,428.28,42.827999999999996
Hôtel des Îles,2025-07-16,Double,30,16,90.34,1445.44,221.69,104.66,207.99,1979.78,413.92,65.1,31.91,114.96,625.89,Direct,0.5333333333333333,48.181333333333335,1353.8899999999999,45.129666666666665
Hôtel des Îles,2025-07-16,Deluxe,15,7,115.48,808.36,116.95,44.1,176.77,1146.18,173.06,50.27,13.4,79.86,316.59,Direct,0.4666666666666667,53.89066666666667,829.5900000000001,55.30600000000001
Hôtel des Îles,2025-07-16,Suite,5,1,285.02,285.02,44.31,5.49,201.94,536.76,66.88,18.66,2.08,99.88,187.5,OTA,0.2,57.004,349.26,69.852
Hôtel des Îles,2025-07-17,Single,10,5,75.6,378.0,42.67,11.75,137.08,569.5,60.87,14.92,3.51,65.32,144.62,OTA,0.5,37.8,424.88,42.488
Hôtel des Îles,2025-07-17,Double,30,16,91.16,1458.56,114.76,19.57,59.11,1652.0,416.16,41.1,6.65,32.42,496.33,Corporate,0.5333333333333333,48.61866666666666,1155.67,38.522333333333336
Hôtel des Îles,2025-07-17,Deluxe,15,6,144.12,864.72,162.0,62.67,124.59,1213.98,205.58,40.89,16.7,39.7,302.87,OTA,0.4,57.648,911.11,60.74066666666667
Hôtel des Îles,2025-07-17,Suite,5,2,250.35,500.7,76.21,3.17,167.47,747.55,77.46,20.68,0.98,79.95,179.07,Direct,0.4,100.14,568.48,113.696
Hôtel des Îles,2025-07-18,Single,10,5,65.04,325.2,59.98,0.97,221.07,607.22,92.99,25.2,0.35,115.73,234.27,OTA,0.5,32.519999999999996,372.95000000000005,37.295
Hôtel des Îles,2025-07-18,Double,30,15,102.82,1542.3,353.82,2.11,189.76,2087.99,452.23,138.43,0.84,96.07,687.57,Direct,0.5,51.41,1400.4199999999996,46.68066666666665
Hôtel des Îles,2025-07-18,Deluxe,15,7,117.67,823.69,112.25,24.96,176.67,1137.57,224.02,34.73,6.06,88.35,353.16,OTA,0.4666666666666667,54.912666666666674,784.4099999999999,52.29399999999999
Hôtel des Îles,2025-07-18,Suite,5,1,225.74,225.74,21.55,4.59,150.82,402.7,61.37,8.59,1.46,69.65,141.07,OTA,0.2,45.148,261.63,52.326
Hôtel des Îles,2025-07-19,Single,10,3,43.98,131.94,20.39,0.08,216.01,368.42,33.73,7.8,0.02,88.27,129.82,Agency,0.3,13.193999999999999,238.60000000000002,23.860000000000003
Hôtel des Îles,2025-07-19,Double,30,14,84.14,1177.96,219.63,91.07,122.6,1611.26,187.69,94.34,18.91,71.82,372.76,OTA,0.4666666666666667,39.26533333333334,1238.5,41.28333333333333
Hôtel des Îles,2025-07-19,Deluxe,15,5,145.93,729.65,156.52,38.62,82.57,1007.36,189.82,61.89,11.01,47.68,310.4,Direct,0.3333333333333333,48.64333333333333,696.96,46.464000000000006
Hôtel des Îles,2025-07-19,Suite,5,3,210.15,630.45,62.69,13.06,225.12,931.32,143.28,24.82,2.71,92.2,263.01,OTA,0.6,126.09,668.3100000000001,133.662
Hôtel des Îles,2025-07-20,Single,10,7,63.58,445.06,108.79,34.83,144.24,732.92,77.62,31.59,13.16,82.72,205.09,OTA,0.7,44.506,527.8299999999999,52.782999999999994
Hôtel des Îles,2025-07-20,Double,30,15,104.71,1570.65,246.28,29.77,198.78,2045.48,347.14,76.09,10.73,101.18,535.14,Agency,0.5,52.355000000000004,1510.3400000000001,50.34466666666667
Hôtel des Îles,2025-07-20,Deluxe,15,10,162.69,1626.9,196.83,124.18,220.15,2168.06,315.93,49.5,32.2,84.62,482.25,Corporate,0.6666666666666666,108.46000000000001,1685.81,112.38733333333333
Hôtel des Îles,2025-07-20,Suite,5,1,264.2,264.2,33.16,6.7,157.21,461.27,65.83,12.96,1.52,85.5,165.81,OTA,0.2,52.839999999999996,295.46,59.092
Hôtel des Îles,2025-07-21,Single,10,4,69.52,278.08,35.1,20.75,193.03,526.96,80.43,14.37,6.68,64.62,166.1,Direct,0.4,27.808,360.86,36.086
Hôtel des Îles,2025-07-21,Double,30,11,86.68,953.48,102.11,22.71,143.78,1222.08,146.14,41.65,5.98,79.96,273.73,Corporate,0.36666666666666664,31.782666666666668,948.3499999999999,31.611666666666665
Hôtel des Îles,2025-07-21,Deluxe,15,7,100.73,705.11,154.86,27.27,216.54,1103.78,116.9,43.08,10.78,103.14,273.9,OTA,0.4666666666666667,47.007333333333335,829.88,55.32533333333333
Hôtel des Îles,2025-07-21,Suite,5,3,227.48,682.44,112.03,49.91,155.24,999.62,116.4,40.84,10.89,56.06,224.19,Direct,0.6,136.488,775.4300000000001,155.086
Hôtel des Îles,2025-07-22,Single,10,5,59.37,296.85,19.44,5.32,184.73,506.34,84.37,4.99,1.93,86.55,177.84,OTA,0.5,29.685000000000002,328.5,32.85
Hôtel des Îles,2025-07-22,Double,30,12,95.43,1145.16,198.21,29.46,164.05,1536.88,212.43,55.24,8.1,85.6,361.37,Agency,0.4,38.172000000000004,1175.5100000000002,39.183666666666674
Hôtel des Îles,2025-07-22,Deluxe,15,8,142.98,1143.84,235.71,72.7,101.3,1553.55,262.37,104.21,15.84,51.15,433.57,Agency,0.5333333333333333,76.256,1119.98,74.66533333333334
Hôtel des Îles,2025-07-22,Suite,5,3,256.8,770.4,166.63,52.36,176.54,1165.93,156.3,44.22,18.36,91.44,310.32,Agency,0.6,154.07999999999998,855.6100000000001,171.122
Hôtel des Îles,2025-07-23,Single,10,4,65.32,261.28,60.21,13.61,129.67,464.77,42.46,18.55,4.2,49.62,114.83,Direct,0.4,26.127999999999997,349.94,34.994
Hôtel des Îles,2025-07-23,Double,30,16,84.02,1344.32,106.84,34.91,132.02,1618.09,364.62,43.17,8.54,64.01,480.34,Direct,0.5333333333333333,44.81066666666666,1137.75,37.925
Hôtel des Îles,2025-07-23,Deluxe,15,4,159.04,636.16,123.54,35.62,241.71,1037.03,152.34,46.61,13.17,121.09,333.21,OTA,0.26666666666666666,42.410666666666664,703.8199999999999,46.92133333333333
Hôtel des Îles,2025-07-23,Suite,5,4,276.06,1104.24,275.43,53.99,207.29,1640.95,220.96,114.66,17.44,105.53,458.59,Direct,0.8,220.848,1182.3600000000001,236.47200000000004
Hôtel des Îles,2025-07-24,Single,10,5,71.79,358.95,87.72,23.91,104.17,574.75,76.86,26.11,4.8,37.13,144.9,Direct,0.5,35.894999999999996,429.85,42.985
Hôtel des Îles,2025-07-24,Double,30,15,81.56,1223.4,299.81,62.84,142.31,1728.36,239.53,88.28,15.24,60.16,403.21,Agency,0.5,40.78,1325.1499999999999,44.17166666666666
Hôtel des Îles,2025-07-24,Deluxe,15,14,121.96,1707.44,241.52,20.3,131.0,2100.26,282.55,86.13,4.46,70.37,443.51,OTA,0.9333333333333333,113.82933333333334,1656.7500000000002,110.45000000000002
Hôtel des Îles,2025-07-24,Suite,5,2,222.81,445.62,68.14,16.69,198.1,728.55,122.49,27.27,3.82,96.4,249.98,Direct,0.4,89.124,478.56999999999994,95.71399999999998
Hôtel des Îles,2025-07-25,Single,10,5,50.32,251.6,30.43,0.62,157.46,440.11,72.58,11.24,0.24,53.68,137.74,OTA,0.5,25.16,302.37,30.237000000000002
Hôtel des Îles,2025-07-25,Double,30,14,90.67,1269.38,248.47,77.3,204.15,1799.3,316.73,72.84,21.71,108.78,520.06,Agency,0.4666666666666667,42.31266666666667,1279.24,42.641333333333336
Hôtel des Îles,2025-07-25,Deluxe,15,11,140.65,1547.15,264.9,1.21,206.04,2019.3,422.34,117.38,0.29,98.56,638.57,OTA,0.7333333333333333,103.14333333333335,1380.73,92.04866666666666
Hôtel des Îles,2025-07-25,Suite,5,3,289.54,868.62,175.53,27.04,200.32,1271.51,180.69,75.43,6.37,77.66,340.15,OTA,0.6,173.724,931.36,186.272
Hôtel des Îles,2025-07-26,Single,10,6,57.27,343.62,42.09,6.81,131.74,524.26,78.13,16.8,1.53,48.28,144.74,OTA,0.6,34.362,379.52,37.952
Hôtel des Îles,2025-07-26,Double,30,17,84.31,1433.27,250.51,26.62,193.74,1904.14,332.61,85.01,9.64,72.27,499.53,Corporate,0.5666666666666667,47.775666666666666,1404.6100000000001,46.82033333333334
Hôtel des Îles,2025-07-26,Deluxe,15,8,147.76,1182.08,237.17,40.98,159.48,1619.71,188.32,63.55,14.99,50.7,317.56,Direct,0.5333333333333333,78.80533333333332,1302.15,86.81
Hôtel des Îles,2025-07-26,Suite,5,2,321.43,642.86,97.64,37.3,149.72,927.52,155.11,41.94,10.45,62.21,269.71,Direct,0.4,128.572,657.81,131.56199999999998
Hôtel des Îles,2025-07-27,Single,10,5,60.04,300.2,31.2,18.88,103.94,454.22,78.04,11.61,4.42,59.41,153.48,Direct,0.5,30.02,300.74,30.074
Hôtel des Îles,2025-07-27,Double,30,10,103.08,1030.8,143.14,54.35,137.95,1366.24,262.44,53.93,12.12,73.71,402.2,OTA,0.3333333333333333,34.36,964.04,32.13466666666667
Hôtel des Îles,2025-07-27,Deluxe,15,7,109.57,766.99,73.3,49.42,177.65,1067.36,180.11,21.64,18.96,63.48,284.19,Corporate,0.4666666666666667,51.132666666666665,783.1699999999998,52.21133333333332
Hôtel des Îles,2025-07-27,Suite,5,1,217.95,217.95,11.21,11.89,103.73,344.78,59.34,3.61,3.52,61.17,127.64,Direct,0.2,43.589999999999996,217.14,43.428
Hôtel des Îles,2025-07-28,Single,10,4,52.2,208.8,42.67,10.4,145.2,407.07,55.73,12.67,3.65,81.26,153.31,Corporate,0.4,20.880000000000003,253.76,25.375999999999998
Hôtel des Îles,2025-07-28,Double,30,14,89.38,1251.32,102.88,98.15,190.8,1643.15,329.11,27.07,34.62,101.59,492.39,OTA,0.4666666666666667,41.71066666666666,1150.7600000000002,38.35866666666667
Hôtel des Îles,2025-07-28,Deluxe,15,9,107.64,968.76,116.08,12.6,96.01,1193.45,156.44,50.38,3.86,40.23,250.91,OTA,0.6,64.584,942.5400000000001,62.836000000000006
Hôtel des Îles,2025-07-28,Suite,5,2,263.6,527.2,34.96,20.31,131.23,713.7,127.02,11.81,7.86,60.42,207.11,OTA,0.4,105.44000000000001,506.59000000000003,101.31800000000001
Hôtel des Îles,2025-07-29,Single,10,3,55.84,167.52,22.55,13.17,81.34,284.58,38.72,6.08,3.47,37.27,85.54,Agency,0.3,16.752000000000002,199.03999999999996,19.903999999999996
Hôtel des Îles,2025-07-29,Double,30,17,82.39,1400.63,243.17,7.55,142.94,1794.29,338.14,81.31,1.54,85.14,506.13,OTA,0.5666666666666667,46.68766666666667,1288.1599999999999,42.93866666666666
Hôtel des Îles,2025-07-29,Deluxe,15,6,108.15,648.9,35.28,18.69,227.9,930.77,164.53,9.85,5.95,129.37,309.7,OTA,0.4,43.26,621.0699999999999,41.404666666666664
Hôtel des Îles,2025-07-29,Suite,5,4,155.78,623.12,137.15,46.44,235.93,1042.64,94.21,59.57,9.79,89.59,253.16,OTA,0.8,124.624,789.4800000000001,157.89600000000002
Hôtel des Îles,2025-07-30,Single,10,5,55.21,276.05,18.04,13.46,186.35,493.9,62.34,7.01,3.16,103.57,176.08,Direct,0.5,27.605,317.81999999999994,31.781999999999993
Hôtel des Îles,2025-07-30,Double,30,17,80.53,1369.01,270.88,59.26,236.52,1935.67,303.6,98.12,18.92,100.05,520.69,Corporate,0.5666666666666667,45.63366666666666,1414.98,47.166000000000004
Hôtel des Îles,2025-07-30,Deluxe,15,10,184.62,1846.2,237.88,69.15,231.25,2384.48,534.67,102.07,15.74,128.35,780.83,Agency,0.6666666666666666,123.08,1603.65,106.91000000000001
Hôtel des Îles,2025-07-30,Suite,5,3,260.72,782.16,110.4,44.67,208.52,1145.75,175.29,46.52,13.81,88.31,323.93,Direct,0.6,156.432,821.8199999999999,164.36399999999998
Hôtel des Îles,2025-07-31,Single,10,6,63.36,380.16,30.71,21.01,242.04,673.92,93.57,11.47,6.53,79.03,190.6,OTA,0.6,38.016000000000005,483.31999999999994,48.331999999999994
Hôtel des Îles,2025-07-31,Double,30,15,93.49,1402.35,330.16,111.06,166.26,2009.83,233.26,112.86,39.71,51.26,437.09,Direct,0.5,46.745,1572.74,52.42466666666667
Hôtel des Îles,2025-07-31,Deluxe,15,11,123.68,1360.48,267.26,34.94,103.06,1765.74,337.19,96.7,9.52,50.75,494.16,Direct,0.7333333333333333,90.69866666666667,1271.58,84.77199999999999
Hôtel des Îles,2025-07-31,Suite,5,2,298.37,596.74,51.63,5.55,217.68,871.6,159.03,16.29,1.84,73.41,250.57,OTA,0.4,119.348,621.03,124.20599999999999
Hôtel des Îles,2025-08-01,Single,10,8,52.99,423.92,58.87,1.54,122.32,606.65,111.69,19.06,0.53,50.25,181.53,OTA,0.8,42.392,425.12,42.512
Hôtel des Îles,2025-08-01,Double,30,15,85.2,1278.0,228.75,56.81,176.82,1740.38,359.25,91.33,17.01,77.55,545.14,OTA,0.5,42.6,1195.2400000000002,39.84133333333334
Hôtel des Îles,2025-08-01,Deluxe,15,8,139.08,1112.64,238.7,24.81,154.53,1530.68,224.47,64.68,9.72,85.98,384.85,Direct,0.5333333333333333,74.176,1145.83,76.38866666666667
Hôtel des Îles,2025-08-01,Suite,5,2,269.79,539.58,47.75,30.62,62.28,680.23,155.31,12.71,11.72,27.85,207.59,OTA,0.4,107.91600000000001,472.64,94.52799999999999
Hôtel des Îles,2025-08-02,Single,10,2,60.18,120.36,19.73,0.18,192.25,332.52,30.92,5.39,0.06,90.46,126.83,OTA,0.2,12.036,205.69,20.569
Hôtel des Îles,2025-08-02,Double,30,19,99.9,1898.1,362.78,18.06,168.24,2447.18,560.64,102.07,6.69,85.93,755.33,Corporate,0.6333333333333333,63.269999999999996,1691.85,56.394999999999996
